小说名,想,走,说道,笑,太,听,吃,时间,住,东西,钱,事情,脸,找,想到,坐,站,心中,名,回,发现,感觉,跑,第一,身体,身上,声音,眼睛,岁,地方,条,世界,听到,气,问道,件,脸上,自然,喝,穿,回来,杀,明白,儿子,干,终于,皇帝,买,兄弟,只能,一阵,孩子,众人,公子,之中,父亲,来到,说话,掉,手中,块,大人,面前,地上,将军,系统,不错,少年,眼前,目光,肯定,刀,字,刚刚,离开,副,卖,小子,送,少爷,曹操,实在,女人,算是,情况,好像,母亲,拉,大哥,水,穿越,写,家伙,身边,落,停,士兵,李,力量,不好,书,回去,办法,历史,王,时代,修炼,米,哥哥,丝,很快,娘,飞,名字,微微,身后,只见,小姐,喜欢,跳,夫人,远,机会,拍,喊,剑,酒,抓,女子,女孩,衣服,便是,旁边,连忙,发生,女,游戏,脑袋,工作,男子,生活,告诉,少女,姑娘,摇,男人,原本,股,仿佛,传来,学,银子,张搴,天下,老师,本来,床,老爷,公司,抱,速度,乱,跟着,同学,弄,魔法,能力,部落,吕布,抬,刘备,弟子,见到,陛下,露出,开口,回到,找到,外面,慢慢,学生,贾环,白七,实力,发,希望,脸色,家里,朋友,楼,手里,胖子,赶紧,玩,皇上,中国,此刻,身份,份,今日,class
暴虎曹挺,0.000436,0.000513,0.000231,0.000308,0.00041,0.000359,7.70E-05,7.70E-05,0.000205,0.000179,0.000436,0.000308,0.000205,0.000128,0.000103,0.000231,0.000128,7.70E-05,0.000205,0.000103,2.60E-05,2.60E-05,7.70E-05,0.000333,0.000128,0.000103,2.60E-05,0.000154,0.000128,5.10E-05,5.10E-05,7.70E-05,0.000154,0.000282,5.10E-05,5.10E-05,0.000128,0.000205,5.10E-05,0.000103,0.000103,0.000205,2.60E-05,2.60E-05,0.713217,0.000256,2.60E-05,0.713217,2.60E-05,5.10E-05,7.70E-05,2.60E-05,7.70E-05,2.60E-05,2.60E-05,0.000103,0.000897,5.10E-05,0.713217,0.000128,0.000231,2.60E-05,2.60E-05,2.60E-05,5.10E-05,7.70E-05,7.70E-05,0.000231,7.70E-05,2.60E-05,2.60E-05,7.70E-05,0.000205,5.10E-05,0.000154,0.000103,0.713217,2.60E-05,0.000103,0.000231,2.60E-05,5.10E-05,5.10E-05,7.70E-05,7.70E-05,0.000103,2.60E-05,0.000128,2.60E-05,5.10E-05,5.10E-05,2.60E-05,0.000538,0.000103,5.10E-05,0.000308,0.713217,0.713217,5.10E-05,5.10E-05,0.000231,0.000103,5.10E-05,2.60E-05,0.713217,2.60E-05,0.713217,5.10E-05,2.60E-05,5.10E-05,0.000282,0.713217,7.70E-05,7.70E-05,2.60E-05,5.10E-05,0.000128,0.000436,0.000103,0.000154,0.00123,0.000128,5.10E-05,0.000128,7.70E-05,5.10E-05,5.10E-05,5.10E-05,2.60E-05,0.713217,7.70E-05,2.60E-05,5.10E-05,0.000179,5.10E-05,0.713217,5.10E-05,0.000231,5.10E-05,2.60E-05,0.000103,5.10E-05,0.000128,0.713217,0.000282,2.60E-05,2.60E-05,2.60E-05,0.000128,5.10E-05,0.000103,2.60E-05,5.10E-05,5.10E-05,5.10E-05,0.000128,0.713217,2.60E-05,0.713217,0.713217,5.10E-05,0.000128,0.000256,0.000103,0.713217,0.713217,7.70E-05,5.10E-05,0.713217,2.60E-05,2.60E-05,2.60E-05,0.000231,0.000384,2.60E-05,5.10E-05,0.000103,0.000128,0.000154,2.60E-05,0.000103,2.60E-05,2.60E-05,2.60E-05,7.70E-05,0.000103,2.60E-05,5.10E-05,2.60E-05,5.10E-05,2.60E-05,2.60E-05,2.60E-05,0.713217,0.00141,0.000718,2.60E-05,7.70E-05,7.70E-05,0.000103,unsucc
卑鄙在汉末,0.000729,0.000425,0.000425,0.000344,0.000628,0.000243,0.000425,0.000101,0.000243,0.000122,4.10E-05,4.10E-05,0.000101,0.000122,0.000142,0.000182,0.000142,2.00E-05,6.10E-05,0.000182,4.10E-05,6.10E-05,0.000365,8.10E-05,2.00E-05,0.000142,4.10E-05,0.000223,4.10E-05,4.10E-05,0.000122,8.10E-05,0.000182,0.000122,0.000122,8.10E-05,2.00E-05,2.00E-05,6.10E-05,2.00E-05,8.10E-05,2.00E-05,4.10E-05,0.000162,0.000182,4.10E-05,0.704675,0.000122,2.00E-05,6.10E-05,4.10E-05,0.000101,0.000263,0.704675,4.10E-05,2.00E-05,0.000101,0.000142,4.10E-05,0.000162,0.000263,2.00E-05,2.00E-05,6.10E-05,0.000587,0.704675,2.00E-05,0.000101,8.10E-05,2.00E-05,2.00E-05,6.10E-05,0.000122,4.10E-05,4.10E-05,8.10E-05,0.704675,0.000122,4.10E-05,0.000122,0.704675,4.10E-05,4.10E-05,0.000122,4.10E-05,8.10E-05,6.10E-05,0.000142,0.000729,2.00E-05,2.00E-05,0.000122,4.10E-05,4.10E-05,0.000142,8.10E-05,2.00E-05,4.10E-05,4.10E-05,0.000182,0.000162,0.000182,2.00E-05,2.00E-05,4.10E-05,0.000182,0.000101,0.000101,0.704675,2.00E-05,4.10E-05,2.00E-05,6.10E-05,6.10E-05,4.10E-05,4.10E-05,8.10E-05,2.00E-05,2.00E-05,0.000142,0.002026,4.10E-05,2.00E-05,2.00E-05,8.10E-05,0.000223,0.704675,0.000243,4.10E-05,4.10E-05,2.00E-05,0.000142,8.10E-05,2.00E-05,2.00E-05,4.10E-05,2.00E-05,2.00E-05,4.10E-05,2.00E-05,2.00E-05,0.704675,4.10E-05,2.00E-05,0.704675,2.00E-05,4.10E-05,0.000122,0.000101,2.00E-05,4.10E-05,0.704675,2.00E-05,4.10E-05,8.10E-05,8.10E-05,0.000122,8.10E-05,0.704675,0.000101,2.00E-05,4.10E-05,2.00E-05,2.00E-05,0.000223,2.00E-05,2.00E-05,0.000122,0.704675,0.704675,2.00E-05,0.000608,8.10E-05,0.000547,2.00E-05,2.00E-05,8.10E-05,0.000101,2.00E-05,6.10E-05,2.00E-05,0.000324,2.00E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,2.00E-05,2.00E-05,0.704675,0.000162,2.00E-05,6.10E-05,8.10E-05,0.001215,0.000101,2.00E-05,6.10E-05,6.10E-05,6.10E-05,succ
北地枪王张绣,0.000415,0.000553,0.000691,0.000415,0.000207,0.000346,0.712084,6.90E-05,6.90E-05,0.712084,0.712084,6.90E-05,0.712084,0.000138,0.000207,0.000138,6.90E-05,6.90E-05,6.90E-05,0.712084,0.000622,6.90E-05,0.712084,0.000277,6.90E-05,0.00159,0.712084,0.712084,0.001244,6.90E-05,0.000138,6.90E-05,0.000346,0.712084,0.000138,0.712084,6.90E-05,0.000277,6.90E-05,0.712084,0.00083,0.712084,0.000138,6.90E-05,0.712084,6.90E-05,0.712084,0.712084,6.90E-05,0.000277,0.002627,6.90E-05,6.90E-05,6.90E-05,0.000553,0.000207,0.000346,0.000138,6.90E-05,6.90E-05,6.90E-05,0.000899,6.90E-05,0.000346,6.90E-05,0.712084,0.000207,0.000277,0.000138,0.712084,0.000207,0.000207,0.712084,6.90E-05,6.90E-05,0.712084,0.712084,6.90E-05,0.712084,0.000277,0.712084,6.90E-05,0.001106,0.000138,0.712084,6.90E-05,0.712084,0.712084,0.000138,6.90E-05,6.90E-05,0.000207,0.712084,0.000277,0.712084,0.000138,0.712084,0.712084,0.000138,0.000691,0.712084,0.000277,0.712084,0.000207,0.712084,0.000138,0.001037,0.000138,0.712084,0.000346,6.90E-05,0.712084,0.712084,6.90E-05,0.712084,0.000553,6.90E-05,6.90E-05,6.90E-05,0.712084,0.001106,6.90E-05,6.90E-05,0.712084,0.712084,0.712084,0.712084,0.712084,6.90E-05,0.712084,0.712084,6.90E-05,0.000138,0.000138,6.90E-05,0.712084,0.712084,0.712084,0.712084,6.90E-05,0.000207,6.90E-05,0.000277,0.712084,0.712084,0.001106,0.000277,0.712084,6.90E-05,0.00083,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,0.000207,0.712084,6.90E-05,0.712084,0.712084,0.712084,0.712084,6.90E-05,6.90E-05,0.712084,0.712084,6.90E-05,0.712084,6.90E-05,6.90E-05,0.712084,6.90E-05,6.90E-05,0.000138,6.90E-05,6.90E-05,0.002281,0.000138,6.90E-05,0.000138,6.90E-05,0.712084,6.90E-05,0.00083,0.712084,0.712084,6.90E-05,0.712084,0.712084,0.000346,0.000207,6.90E-05,0.712084,0.712084,0.00159,0.000207,6.90E-05,0.712084,0.712084,0.712084,succ
北美1776,0.000819,0.00025,4.60E-05,0.00025,0.000137,0.000296,0.000159,6.80E-05,6.80E-05,2.30E-05,0.000614,0.000114,0.000114,0.000182,9.10E-05,0.000137,0.000114,0.000137,9.10E-05,0.00025,4.60E-05,2.30E-05,0.000205,0.000137,2.30E-05,2.30E-05,2.30E-05,2.30E-05,0.000137,2.30E-05,0.000478,0.702835,0.000114,4.60E-05,2.30E-05,6.80E-05,0.000114,2.30E-05,0.00025,4.60E-05,0.000182,0.702835,0.000114,4.60E-05,6.80E-05,0.000114,4.60E-05,0.000501,0.702835,0.000114,2.30E-05,0.702835,0.001957,2.30E-05,6.80E-05,9.10E-05,0.000159,0.000182,0.000114,9.10E-05,0.000137,4.60E-05,6.80E-05,2.30E-05,4.60E-05,2.30E-05,0.000319,0.000205,2.30E-05,6.80E-05,4.60E-05,0.702835,2.30E-05,9.10E-05,6.80E-05,0.000114,0.000614,0.000478,4.60E-05,0.000205,0.702835,4.60E-05,2.30E-05,0.000137,0.000296,0.000114,2.30E-05,9.10E-05,0.000978,2.30E-05,4.60E-05,6.80E-05,2.30E-05,2.30E-05,4.60E-05,4.60E-05,9.10E-05,2.30E-05,0.702835,4.60E-05,0.702835,6.80E-05,2.30E-05,0.000137,0.000114,0.000137,2.30E-05,2.30E-05,0.702835,0.000137,6.80E-05,0.702835,4.60E-05,2.30E-05,4.60E-05,2.30E-05,4.60E-05,0.000478,6.80E-05,2.30E-05,0.001957,0.000114,4.60E-05,0.702835,4.60E-05,0.702835,0.000228,0.702835,0.702835,0.702835,4.60E-05,4.60E-05,0.702835,2.30E-05,4.60E-05,0.702835,0.702835,9.10E-05,2.30E-05,9.10E-05,4.60E-05,4.60E-05,0.000205,0.702835,2.30E-05,2.30E-05,2.30E-05,2.30E-05,2.30E-05,2.30E-05,4.60E-05,0.702835,9.10E-05,4.60E-05,0.000614,2.30E-05,0.702835,0.000114,2.30E-05,2.30E-05,2.30E-05,9.10E-05,4.60E-05,4.60E-05,2.30E-05,0.000137,0.001001,2.30E-05,0.702835,0.702835,0.702835,0.702835,4.60E-05,0.000114,9.10E-05,4.60E-05,0.00025,2.30E-05,4.60E-05,2.30E-05,4.60E-05,0.702835,0.000114,2.30E-05,4.60E-05,4.60E-05,0.000114,0.000137,0.702835,0.702835,2.30E-05,0.702835,2.30E-05,2.30E-05,0.001001,4.60E-05,2.30E-05,2.30E-05,0.702835,0.702835,succ
北美大唐,0.000813,0.000454,0.000287,0.000215,0.000478,0.000143,0.000143,2.40E-05,0.000287,2.40E-05,0.000263,0.000167,2.40E-05,0.000215,0.00012,2.40E-05,7.20E-05,2.40E-05,0.000191,0.00012,4.80E-05,9.60E-05,0.00012,0.000143,9.60E-05,9.60E-05,7.20E-05,9.60E-05,0.000143,2.40E-05,9.60E-05,4.80E-05,0.000143,2.40E-05,2.40E-05,0.000167,2.40E-05,2.40E-05,2.40E-05,7.20E-05,0.00012,2.40E-05,7.20E-05,0.700751,0.000167,2.40E-05,0.700751,7.20E-05,0.700751,0.000143,4.80E-05,2.40E-05,2.40E-05,4.80E-05,7.20E-05,2.40E-05,0.000167,7.20E-05,9.60E-05,4.80E-05,0.000287,4.80E-05,7.20E-05,2.40E-05,0.00012,9.60E-05,2.40E-05,0.000191,7.20E-05,0.000191,2.40E-05,0.700751,0.700751,9.60E-05,2.40E-05,4.80E-05,0.000191,2.40E-05,9.60E-05,0.000191,0.700751,4.80E-05,2.40E-05,7.20E-05,9.60E-05,7.20E-05,0.700751,0.00012,0.000956,0.000383,7.20E-05,0.700751,0.000215,4.80E-05,2.40E-05,4.80E-05,2.40E-05,0.000167,4.80E-05,0.00012,0.700751,2.40E-05,4.80E-05,2.40E-05,0.700751,2.40E-05,0.700751,0.700751,0.700751,0.700751,7.20E-05,0.700751,2.40E-05,7.20E-05,0.700751,2.40E-05,0.00012,0.000669,4.80E-05,2.40E-05,0.00098,9.60E-05,4.80E-05,0.000167,0.700751,0.700751,0.700751,0.700751,2.40E-05,2.40E-05,9.60E-05,0.000143,4.80E-05,2.40E-05,4.80E-05,2.40E-05,0.700751,0.700751,0.00012,0.700751,2.40E-05,0.700751,2.40E-05,0.700751,0.700751,4.80E-05,4.80E-05,0.700751,0.700751,4.80E-05,0.700751,0.700751,0.00012,0.000359,2.40E-05,4.80E-05,2.40E-05,0.700751,0.700751,2.40E-05,2.40E-05,0.700751,2.40E-05,2.40E-05,4.80E-05,0.700751,0.000143,2.40E-05,0.700751,0.700751,2.40E-05,0.700751,0.00012,4.80E-05,0.000693,2.40E-05,4.80E-05,0.000143,2.40E-05,4.80E-05,0.700751,0.700751,2.40E-05,4.80E-05,4.80E-05,0.000239,2.40E-05,4.80E-05,2.40E-05,0.700751,4.80E-05,0.700751,2.40E-05,2.40E-05,2.40E-05,0.00012,9.60E-05,2.40E-05,2.40E-05,2.40E-05,succ
北宋士大夫的非人生活,0.000961,0.00045,0.000205,0.000143,0.000573,0.000307,0.000123,8.20E-05,0.000205,4.10E-05,8.20E-05,2.00E-05,0.000102,8.20E-05,0.000143,0.000164,8.20E-05,4.10E-05,0.000164,0.000266,2.00E-05,0.705638,0.000123,2.00E-05,2.00E-05,0.000102,0.000225,0.000102,0.000532,6.10E-05,6.10E-05,2.00E-05,2.00E-05,8.20E-05,2.00E-05,0.000205,8.20E-05,8.20E-05,2.00E-05,0.000327,4.10E-05,4.10E-05,2.00E-05,2.00E-05,2.00E-05,6.10E-05,2.00E-05,6.10E-05,0.000102,0.000205,6.10E-05,2.00E-05,2.00E-05,2.00E-05,0.000143,4.10E-05,0.000123,0.000143,4.10E-05,8.20E-05,0.705638,0.000164,4.10E-05,0.000307,4.10E-05,0.705638,6.10E-05,8.20E-05,4.10E-05,4.10E-05,2.00E-05,0.000205,0.000532,2.00E-05,2.00E-05,8.20E-05,6.10E-05,2.00E-05,8.20E-05,0.000102,2.00E-05,2.00E-05,2.00E-05,8.20E-05,2.00E-05,2.00E-05,2.00E-05,4.10E-05,0.000593,0.000245,8.20E-05,0.000859,4.10E-05,4.10E-05,6.10E-05,0.705638,0.705638,0.705638,4.10E-05,0.000123,8.20E-05,0.000123,2.00E-05,4.10E-05,6.10E-05,6.10E-05,6.10E-05,6.10E-05,0.705638,0.000102,6.10E-05,0.00043,0.705638,2.00E-05,2.00E-05,0.000143,4.10E-05,4.10E-05,2.00E-05,2.00E-05,2.00E-05,4.10E-05,0.000102,0.705638,4.10E-05,0.705638,2.00E-05,0.705638,2.00E-05,2.00E-05,0.705638,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,4.10E-05,0.705638,2.00E-05,0.00043,6.10E-05,0.001739,6.10E-05,0.705638,2.00E-05,2.00E-05,0.000102,2.00E-05,0.000368,0.000123,0.000205,6.10E-05,8.20E-05,0.000205,2.00E-05,2.00E-05,0.705638,4.10E-05,0.001534,0.000102,4.10E-05,4.10E-05,2.00E-05,6.10E-05,0.705638,2.00E-05,2.00E-05,2.00E-05,2.00E-05,0.000634,2.00E-05,0.000102,2.00E-05,2.00E-05,2.00E-05,0.000102,2.00E-05,0.705638,2.00E-05,2.00E-05,2.00E-05,4.10E-05,4.10E-05,2.00E-05,2.00E-05,2.00E-05,8.20E-05,2.00E-05,2.00E-05,0.000102,0.001514,2.00E-05,6.10E-05,6.10E-05,6.10E-05,6.10E-05,succ
北宋闲王,0.000709,0.000412,0.000775,4.90E-05,0.000511,4.90E-05,0.001237,0.000297,9.90E-05,0.000841,0.000132,1.60E-05,0.000495,0.00033,0.000676,0.000264,0.000132,3.30E-05,3.30E-05,0.000231,1.60E-05,4.90E-05,0.000181,0.000214,0.000148,0.000148,3.30E-05,0.000214,0.000132,0.000115,0.000396,1.60E-05,4.90E-05,0.000132,0.000148,0.000198,0.000247,1.60E-05,0.000148,9.90E-05,3.30E-05,0.697397,1.60E-05,0.000214,6.60E-05,6.60E-05,0.000181,0.000115,1.60E-05,0.000214,1.60E-05,4.90E-05,0.001518,1.60E-05,8.20E-05,6.60E-05,0.000132,0.000148,0.000165,9.90E-05,0.000297,0.000858,1.60E-05,4.90E-05,4.90E-05,0.697397,3.30E-05,1.60E-05,9.90E-05,6.60E-05,1.60E-05,0.697397,3.30E-05,9.90E-05,1.60E-05,0.697397,0.000297,0.002689,8.20E-05,0.000115,0.000198,0.000148,4.90E-05,0.000148,1.60E-05,0.000247,6.60E-05,3.30E-05,1.60E-05,0.000247,3.30E-05,4.90E-05,9.90E-05,0.000132,9.90E-05,4.90E-05,0.697397,0.697397,0.697397,6.60E-05,0.697397,4.90E-05,8.20E-05,8.20E-05,1.60E-05,0.001353,0.697397,3.30E-05,0.697397,6.60E-05,0.000115,3.30E-05,0.697397,1.60E-05,0.697397,1.60E-05,0.000148,0.000115,0.00028,9.90E-05,0.001518,6.60E-05,1.60E-05,1.60E-05,0.697397,1.60E-05,3.30E-05,3.30E-05,0.000115,8.20E-05,0.000214,0.006845,3.30E-05,1.60E-05,1.60E-05,0.000115,0.697397,8.20E-05,1.60E-05,0.697397,1.60E-05,6.60E-05,1.60E-05,3.30E-05,6.60E-05,4.90E-05,3.30E-05,8.20E-05,0.697397,1.60E-05,0.000132,0.697397,4.90E-05,1.60E-05,8.20E-05,3.30E-05,0.000264,0.000132,0.697397,0.000181,1.60E-05,0.697397,0.000115,4.90E-05,3.30E-05,0.697397,9.90E-05,9.90E-05,0.697397,6.60E-05,8.20E-05,0.697397,0.000115,3.30E-05,0.000198,0.000181,8.20E-05,0.000115,1.60E-05,1.60E-05,1.60E-05,0.697397,1.60E-05,0.697397,1.60E-05,8.20E-05,8.20E-05,3.30E-05,0.000115,1.60E-05,9.90E-05,0.697397,4.90E-05,0.697397,0.001468,3.30E-05,1.60E-05,4.90E-05,4.90E-05,1.60E-05,succ
北宋小厨师,0.000754,0.000561,7.00E-05,0.000193,0.000211,0.000211,0.000544,0.00014,0.000263,0.000175,1.80E-05,1.80E-05,8.80E-05,0.00014,0.000158,0.000105,0.000175,8.80E-05,0.000123,0.000158,1.80E-05,1.80E-05,0.00014,0.000123,0.000281,0.000281,0.000158,0.000105,8.80E-05,7.00E-05,0.000211,1.80E-05,7.00E-05,0.000298,8.80E-05,0.000298,3.50E-05,0.000105,0.000211,0.000105,3.50E-05,0.706457,3.50E-05,0.706457,1.80E-05,0.000123,0.706457,1.80E-05,3.50E-05,0.000123,0.000246,1.80E-05,0.001088,7.00E-05,0.000772,1.80E-05,0.000175,1.80E-05,0.000316,1.80E-05,0.000456,0.000789,1.80E-05,7.00E-05,0.001579,0.706457,1.80E-05,5.30E-05,5.30E-05,5.30E-05,0.00014,0.706457,7.00E-05,7.00E-05,3.50E-05,0.000105,1.80E-05,0.000386,3.50E-05,5.30E-05,0.706457,5.30E-05,0.001088,5.30E-05,1.80E-05,5.30E-05,1.80E-05,3.50E-05,1.80E-05,0.000123,5.30E-05,5.30E-05,0.000105,5.30E-05,0.000298,0.000193,0.706457,7.00E-05,0.000105,5.30E-05,3.50E-05,7.00E-05,1.80E-05,0.706457,0.000123,1.80E-05,1.80E-05,5.30E-05,0.706457,0.000175,3.50E-05,0.706457,5.30E-05,1.80E-05,0.000105,0.000281,8.80E-05,0.000386,1.80E-05,5.30E-05,0.001088,3.50E-05,5.30E-05,5.30E-05,0.000123,0.706457,7.00E-05,0.000105,0.000333,0.706457,0.706457,1.80E-05,5.30E-05,3.50E-05,7.00E-05,0.706457,1.80E-05,7.00E-05,1.80E-05,0.706457,3.50E-05,5.30E-05,1.80E-05,0.706457,3.50E-05,0.001088,3.50E-05,0.000614,7.00E-05,7.00E-05,0.706457,3.50E-05,7.00E-05,1.80E-05,0.000123,3.50E-05,0.706457,0.000123,0.706457,1.80E-05,0.000175,3.50E-05,8.80E-05,0.706457,1.80E-05,1.80E-05,8.80E-05,1.80E-05,0.706457,3.50E-05,0.706457,0.706457,7.00E-05,0.001053,0.000105,0.00014,8.80E-05,0.000123,1.80E-05,1.80E-05,7.00E-05,0.706457,1.80E-05,1.80E-05,7.00E-05,7.00E-05,1.80E-05,0.000105,1.80E-05,0.00014,5.30E-05,0.706457,3.50E-05,0.706457,0.001561,0.004122,3.50E-05,3.50E-05,0.706457,3.50E-05,succ
北宋有坦克,0.000701,0.000518,8.30E-05,0.000468,0.000234,0.000718,0.000134,5.00E-05,0.000317,0.000367,0.000451,1.70E-05,0.000351,0.000234,0.0002,0.0002,0.000134,5.00E-05,0.70848,0.000117,1.70E-05,1.70E-05,0.00025,0.000184,8.30E-05,8.30E-05,0.000284,0.000217,0.000184,6.70E-05,0.000351,1.70E-05,0.000117,0.0001,0.000334,0.00015,0.000217,0.000134,0.00025,0.000134,6.70E-05,0.000367,1.70E-05,1.70E-05,6.70E-05,6.70E-05,0.70848,5.00E-05,0.000184,0.000134,8.30E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,5.00E-05,8.30E-05,8.30E-05,1.70E-05,0.000384,0.000117,0.000117,0.000317,6.70E-05,0.000184,5.00E-05,0.000117,0.00015,3.30E-05,1.70E-05,0.70848,0.000184,3.30E-05,3.30E-05,5.00E-05,0.000184,1.70E-05,0.000184,0.000117,0.70848,1.70E-05,1.70E-05,1.70E-05,1.70E-05,8.30E-05,1.70E-05,6.70E-05,0.000701,1.70E-05,3.30E-05,8.30E-05,1.70E-05,8.30E-05,0.000167,0.000117,0.70848,3.30E-05,1.70E-05,3.30E-05,0.70848,0.000117,1.70E-05,0.70848,0.000334,5.00E-05,3.30E-05,8.30E-05,1.70E-05,0.0001,0.000167,1.70E-05,3.30E-05,0.0001,0.0001,8.30E-05,0.000417,0.00025,8.30E-05,1.70E-05,0.0002,8.30E-05,6.70E-05,0.000184,0.000284,0.000184,0.000184,3.30E-05,1.70E-05,1.70E-05,1.70E-05,5.00E-05,3.30E-05,1.70E-05,1.70E-05,1.70E-05,0.70848,0.000117,5.00E-05,1.70E-05,3.30E-05,0.000117,1.70E-05,1.70E-05,0.000134,3.30E-05,8.30E-05,0.00015,0.0001,3.30E-05,1.70E-05,1.70E-05,0.000284,0.000284,0.000718,1.70E-05,0.00015,1.70E-05,0.70848,0.0001,0.70848,1.70E-05,5.00E-05,1.70E-05,6.70E-05,0.70848,0.001052,0.000167,1.70E-05,8.30E-05,0.70848,1.70E-05,6.70E-05,0.000568,1.70E-05,3.30E-05,1.70E-05,5.00E-05,6.70E-05,1.70E-05,1.70E-05,0.70848,5.00E-05,1.70E-05,1.70E-05,0.000134,3.30E-05,5.00E-05,1.70E-05,6.70E-05,0.000167,1.70E-05,5.00E-05,1.70E-05,0.001035,0.000434,3.30E-05,5.00E-05,0.70848,3.30E-05,succ
逼上梁山,0.000425,0.000445,0.000647,0.000303,0.000344,0.000789,0.000364,2.00E-05,0.000121,2.00E-05,0.000121,2.00E-05,0.000142,0.000182,0.000404,8.10E-05,2.00E-05,0.000101,2.00E-05,0.000202,2.00E-05,4.00E-05,8.10E-05,2.00E-05,0.000182,2.00E-05,0.000182,4.00E-05,4.00E-05,0.000142,6.10E-05,4.00E-05,2.00E-05,0.000162,0.000182,8.10E-05,0.000142,0.000303,0.000162,4.00E-05,6.10E-05,0.000121,8.10E-05,4.00E-05,0.000162,2.00E-05,0.000101,2.00E-05,0.000101,8.10E-05,6.10E-05,0.71222,0.001719,0.71222,8.10E-05,2.00E-05,2.00E-05,0.000142,2.00E-05,0.000101,4.00E-05,4.00E-05,4.00E-05,2.00E-05,0.000142,0.71222,0.000101,0.000182,2.00E-05,2.00E-05,8.10E-05,2.00E-05,4.00E-05,4.00E-05,2.00E-05,0.71222,0.000101,0.000243,0.000303,4.00E-05,0.71222,4.00E-05,0.000101,0.000101,4.00E-05,4.00E-05,6.10E-05,8.10E-05,6.10E-05,6.10E-05,4.00E-05,2.00E-05,4.00E-05,2.00E-05,0.000162,0.71222,2.00E-05,0.000162,8.10E-05,4.00E-05,0.000101,4.00E-05,6.10E-05,6.10E-05,0.000202,2.00E-05,0.71222,4.00E-05,4.00E-05,2.00E-05,2.00E-05,0.71222,2.00E-05,2.00E-05,0.000182,0.000162,2.00E-05,0.000708,4.00E-05,2.00E-05,0.001719,4.00E-05,4.00E-05,0.000101,0.000162,0.71222,0.000182,0.71222,0.000101,4.00E-05,0.000142,0.006654,0.71222,0.000162,2.00E-05,0.000101,2.00E-05,2.00E-05,2.00E-05,0.71222,2.00E-05,2.00E-05,0.000101,0.71222,4.00E-05,2.00E-05,8.10E-05,2.00E-05,0.71222,2.00E-05,0.000121,2.00E-05,0.000182,4.00E-05,2.00E-05,2.00E-05,0.71222,2.00E-05,0.71222,2.00E-05,4.00E-05,4.00E-05,4.00E-05,2.00E-05,0.000142,0.71222,6.10E-05,0.000162,0.71222,0.71222,2.00E-05,0.71222,2.00E-05,0.000566,2.00E-05,2.00E-05,2.00E-05,4.00E-05,4.00E-05,2.00E-05,2.00E-05,0.71222,2.00E-05,4.00E-05,2.00E-05,0.71222,2.00E-05,2.00E-05,2.00E-05,0.71222,4.00E-05,2.00E-05,2.00E-05,0.71222,0.000121,8.10E-05,0.000688,6.10E-05,6.10E-05,2.00E-05,succ
